1450021249,agarwaledu,friends,170,9245,355,606,Wed May 22 22:15:06 +0000 2013,http://t.co/sPfUQ5qe2a,img/1450021249.jpg,Cambridge  MA
216939636,AndrewYNg,friends,290,144155,3381,936,Thu Nov 18 03:39:11 +0000 2010,https://t.co/XidcMETENd,img/216939636.jpg,Palo Alto  CA
19315174,MicrosoftEdge,friends,127,790223,5908,4167,Wed Jan 21 23:42:14 +0000 2009,https://t.co/yB34FzF4Nh,img/19315174.png,Redmond  WA
64342649,RosannaPansino,friends,359,533214,943,18552,Mon Aug 10 05:26:33 +0000 2009,https://t.co/CODWDBuRbS,img/64342649.jpg,Los Angeles  CA
24124842,BCBGMAXAZRIA,friends,596,537010,3756,12738,Fri Mar 13 04:09:21 +0000 2009,https://t.co/YeGIMXIZyW,img/24124842.jpg,Los Angeles  CA
32877498,BrooklynBallet,friends,804,3356,88,1161,Sat Apr 18 13:14:38 +0000 2009,https://t.co/nP11h8vxhV,img/32877498.jpg,Brooklyn
132549515,MathsInspiratn,friends,235,8908,146,1137,Tue Apr 13 15:00:17 +0000 2010,http://t.co/1uEtcapOIL,img/132549515.jpg,
41123777,adam_lerner,friends,404,4121,147,4380,Tue May 19 14:18:21 +0000 2009,http://t.co/5P7gRmnj15,img/41123777.jpg,Brooklyn
37878528,Avertedvision,friends,451,18257,411,9719,Tue May 05 07:19:34 +0000 2009,http://t.co/BvENdP3NYc,img/37878528.jpg,Selsey  England
125420894,Paul_Abel,friends,209,6104,175,9426,Mon Mar 22 19:15:01 +0000 2010,http://t.co/oTAorp1Eif,img/125420894.jpg,Sol III  Mutters Spiral
88748878,Practo,friends,164,20963,103,3542,Mon Nov 09 20:13:40 +0000 2009,https://t.co/k9WBs9ebMg,img/88748878.jpg,IN  SG  PH  ID  BR
215219636,MathsJam,friends,93,19112,431,6375,Sat Nov 13 09:38:24 +0000 2010,http://t.co/weEw68MCYO,img/215219636.jpg,
1878084872,cyngn,friends,9,153555,867,7,Wed Sep 18 04:53:34 +0000 2013,http://t.co/WsvNOG755G,img/1878084872.jpg,Palo Alto  CA
66162716,carolynporco,friends,339,54361,1861,24901,Sun Aug 16 18:22:55 +0000 2009,https://t.co/J8Tj9EpNdu,img/66162716.jpg,CA
79024978,jonmbutterworth,friends,502,13815,709,27376,Thu Oct 01 22:45:55 +0000 2009,http://t.co/TIpe2I3Ire,img/79024978.jpg,Mainly London & Geneva.
58431280,Ri_Science,friends,1476,56899,1531,16271,Mon Jul 20 09:13:56 +0000 2009,http://t.co/ceG5lDCVU4,img/58431280.jpg,London & Beyond
154221292,CaseyNeistat,friends,1344,1275482,3636,15724,Thu Jun 10 17:54:33 +0000 2010,https://t.co/G29ueAVHlb,img/154221292.png,nyc
2446252159,bemeapp,friends,17,94287,267,1600,Wed Apr 16 00:07:23 +0000 2014,http://t.co/pe6bEKLV3B,img/2446252159.jpg,
